iter	Logloss
137	0.2217019991
138	0.2206397539
139	0.2197056612
140	0.2184205558
141	0.2173953094
142	0.2168859833
143	0.2159518606
144	0.2150301129
145	0.213918596
146	0.2132947584
147	0.2125003276
148	0.2114826624
149	0.2105388895
150	0.2095234581
151	0.2083598409
152	0.2073975764
153	0.2065772913
154	0.2054171369
155	0.204611595
156	0.2038198733
157	0.2027795245
158	0.2017897527
159	0.200868613
160	0.200060348
161	0.1990786529
162	0.1985116885
163	0.1978006368
164	0.1969567404
165	0.1962329451
166	0.1955748888
167	0.1949071174
168	0.1941243048
169	0.1933737925
170	0.192667148
171	0.1920849962
172	0.1911906005
173	0.1905284224
174	0.1897553202
175	0.1889542887
176	0.1882603295
177	0.1875136346
178	0.1867549529
179	0.1862770434
180	0.1856305399
181	0.1850176331
182	0.1844777807
183	0.1838720517
184	0.183150831
185	0.1825454185
186	0.181937782
187	0.1811225146
188	0.1805661314
189	0.1800159037
190	0.1792013742
191	0.1786597597
192	0.1781196891
193	0.1773147786
194	0.1765410367
195	0.175872762
196	0.1751519175
197	0.1746911692
198	0.1739221843
199	0.1733597587
200	0.1727272211
201	0.1720749295
202	0.1714023391
203	0.1706251128
204	0.170070982
205	0.1694546462
206	0.168832852
207	0.1680368865
208	0.1673922267
209	0.1668362746
210	0.166308384
211	0.1657721497
212	0.1651949033
213	0.164827661
214	0.1643940581
215	0.1639050299
216	0.1634047953
217	0.1631016012
218	0.162723018
219	0.1622742162
220	0.1617022758
221	0.1610768853
222	0.1604611676
223	0.1599493949
224	0.1595102984
225	0.1590042627
226	0.1587161023
227	0.1579563888
228	0.1575180903
229	0.1570077551
230	0.1564753187
231	0.1559738543
232	0.1555614683
233	0.1551072314
234	0.1546262367
235	0.154266496
236	0.1537595222
237	0.1531473395
238	0.1526332514
239	0.1523938942
240	0.1518445681
241	0.1515270363
242	0.1511638464
243	0.150748866
244	0.1502614443
245	0.1497182139
246	0.1491660612
247	0.1487796232
248	0.1482765569
249	0.1478221892
250	0.1474208002
251	0.1470203954
252	0.1466714155
253	0.1462227245
254	0.1457129347
255	0.1453782671
256	0.1450557094
257	0.1444603472
258	0.1440036388
259	0.1435272679
260	0.1431021241
261	0.1426781859
262	0.1422789423
263	0.1417028652
264	0.1414297449
265	0.1408797295
266	0.1405279653
267	0.1401663988
268	0.1398698891
269	0.1395517439
270	0.139322718
271	0.1390165226
272	0.1386127059
273	0.1382999894
274	0.1378988161
275	0.1376574607
276	0.1372950101
277	0.1369048453
278	0.1365703137
279	0.1362338483
280	0.1359583235
281	0.1354802356
282	0.1352897709
283	0.1349375307
284	0.134581887
285	0.1340950067
286	0.1338205887
287	0.1334549824
288	0.1330698548
289	0.1327695406
290	0.132490891
291	0.1321523779
292	0.131811282
293	0.1314862019
294	0.1312301825
295	0.1307959324
296	0.1304851516
297	0.1303684721
298	0.1299646203
299	0.1294713494
300	0.1291590717
301	0.1288273476
302	0.1285857274
303	0.128237872
304	0.1280312887
305	0.1277274475
306	0.1274333633
307	0.1270288439
308	0.1267363119
309	0.1264827425
310	0.1262528707
311	0.1259222304
312	0.1255994387
313	0.1251971837
314	0.1249794473
315	0.1247677273
316	0.1244794921
317	0.1242802247
318	0.1239252259
319	0.123575994
320	0.1233262135
321	0.1231409462
322	0.1227829102
323	0.1224940904
324	0.1221727435
325	0.121917317
326	0.1217421265
327	0.1214893975
328	0.1213109956
329	0.1210035629
330	0.1208304626
331	0.1206285877
332	0.1204781427
333	0.1202282009
334	0.1198424302
335	0.1195402445
336	0.1193909019
337	0.1192557474
338	0.1191427522
339	0.1188246898
340	0.1186624564
341	0.1183663304
342	0.1180980392
343	0.1179667872
344	0.1176628353
345	0.1174292544
346	0.1171780631
347	0.1168742363
348	0.1166507483
349	0.1162164333
350	0.1159568053
351	0.1156734452
352	0.1154695057
353	0.115044667
354	0.1146707216
355	0.1145371212
356	0.1142159304
357	0.1139572936
358	0.1135319511
359	0.1132267618
360	0.1129726659
361	0.1126462826
362	0.1124237722
363	0.1120646563
364	0.1119259737
365	0.1117147693
366	0.1115250096
367	0.1113338009
368	0.111038883
369	0.1107857342
370	0.1105567047
371	0.1102023777
372	0.110055177
373	0.109793667
374	0.1095829244
375	0.1094510329
376	0.1092969567
377	0.1090950762
378	0.1088758741
379	0.1086272474
380	0.1084121101
381	0.1081592668
382	0.1079556908
383	0.1078688081
384	0.1075826739
385	0.1073344457
386	0.1071413497
387	0.1068955195
388	0.1066401465
389	0.1063317466
390	0.1060779236
391	0.1059620878
392	0.1057160037
393	0.1054911606
394	0.1053237291
395	0.1051850568
396	0.1049360587
397	0.104704773
398	0.1045012766
399	0.1043047727
400	0.1039544667
401	0.1037565567
402	0.103581769
403	0.1035101784
404	0.1032180736
405	0.1028052196
406	0.1026098411
407	0.1024191832
408	0.1021823568
409	0.1019770589
410	0.1017542456
411	0.1015928634
412	0.1014040265
413	0.1012161733
414	0.1010475544
415	0.1007893449
416	0.1006053107
417	0.1003872958
418	0.1002273013
419	0.100114221
420	0.0999308436
421	0.09980394164
422	0.09968021668
423	0.09944888508
424	0.09926060404
425	0.09903358361
426	0.09878360083
427	0.09863513965
428	0.09843172399
429	0.09813576881
430	0.09793894942
431	0.09783154777
432	0.09752978574
433	0.0973989804
434	0.09729348472
435	0.09718783616
436	0.09706423427
437	0.0969257177
438	0.09667810046
439	0.09639701812
440	0.09615985044
441	0.09590032654
442	0.09570516341
443	0.09555409917
444	0.09535973222
445	0.09524887329
446	0.09494069747
447	0.09467101822
448	0.09453126268
449	0.0943711089
450	0.09418962938
451	0.09411506925
452	0.09392541565
453	0.09376841616
454	0.09364524879
455	0.09345417224
456	0.09324646083
457	0.09307066435
458	0.09294134781
459	0.09279329974
460	0.09260545819
461	0.09242292922
462	0.0923506044
463	0.09214783355
464	0.09197517096
465	0.09175643989
466	0.0915699624
467	0.09146971184
468	0.09126785486
469	0.0911260077
470	0.09099997432
471	0.09084376545
472	0.0906519393
473	0.09052990517
474	0.09037072377
475	0.09024376829
476	0.09003620725
477	0.08994364428
478	0.08981716694
479	0.08968100792
480	0.0895183543
481	0.08937806422
482	0.08924106585
483	0.08912919084
484	0.08895686773
485	0.08884628687
486	0.08874458307
487	0.08864441568
488	0.08852400046
489	0.08838679867
490	0.08828019501
491	0.0881213138
492	0.08797857517
493	0.08784682842
494	0.08764648231
495	0.08751296289
496	0.08735731514
497	0.08718551535
498	0.08701628366
499	0.08678134966
500	0.08659491971
501	0.08639195275
502	0.08622658979
503	0.0859695991
504	0.085763708
505	0.08563418129
506	0.0853419532
507	0.08518562537
508	0.08510980453
509	0.08505062044
510	0.08491042778
511	0.08469265995
512	0.08461824119
513	0.08443695954
514	0.08430574597
515	0.08415991494
516	0.08406140005
517	0.08392518616
518	0.08375985594
519	0.08357791664
520	0.08335714767
521	0.08315000475
522	0.08297889266
523	0.08287146784
524	0.08267961637
525	0.08251898171
526	0.08246020255
527	0.08232449467
528	0.08211642499
529	0.0820150969
530	0.08193658632
531	0.08183558509
532	0.08172493036
533	0.08162025472
534	0.08146137259
535	0.08129469267
536	0.08119759944
537	0.08112272125
538	0.08095755216
539	0.08080190248
540	0.08076446237
541	0.08061706033
542	0.08047806038
543	0.0803589776
544	0.08030347513
545	0.08013438728
546	0.07996948368
547	0.07985845533
548	0.07965903412
549	0.07963897323
550	0.0794383777
551	0.07934914605
552	0.07911501291
553	0.07890026259
554	0.07876735844
555	0.07859064517
556	0.07851409216
557	0.07841461198
558	0.07835655089
559	0.07819058402
560	0.0779774841
561	0.07786571668
562	0.07772914308
563	0.07760226725
564	0.07746274556
565	0.07732598826
566	0.07728586124
567	0.07712716314
568	0.07699913783
569	0.07682077762
570	0.07665962178
571	0.07659113767
572	0.07649554885
573	0.07635275913
574	0.07626940108
575	0.07614554616
576	0.075941154
577	0.07585288582
578	0.07570209472
579	0.0755182846
580	0.07547474513
581	0.0753807617
582	0.07529630246
583	0.07518773046
584	0.07513717017
585	0.07489383244
586	0.0747919165
587	0.07468329883
588	0.07455619436
589	0.07442253032
590	0.07429744598
591	0.07418664535
592	0.0740959442
593	0.07399507315
594	0.07384816142
595	0.07372407406
596	0.07357635691
597	0.07341543482
598	0.07322800066
599	0.07310149912
600	0.07307143292
601	0.07295444993
602	0.07286829303
603	0.0727638577
604	0.07265394507
605	0.0725016915
606	0.07241422888
607	0.07223594792
608	0.07200673189
609	0.07183150764
610	0.07168508819
611	0.07156018173
612	0.07144038706
613	0.07136126282
614	0.07126833039
615	0.07114873825
616	0.070964352
617	0.07088236756
618	0.07080049244
619	0.07063498625
620	0.07057498595
621	0.07044531979
622	0.07028551668
623	0.07025132753
624	0.07018901399
625	0.07010923948
626	0.07001022303
627	0.06990399744
628	0.069820403
629	0.06969996886
630	0.06961390117
631	0.06953747226
632	0.0694138017
633	0.06937939613
634	0.06919409003
635	0.06906143739
636	0.06896872097
637	0.06880018365
638	0.06873345738
639	0.06864952104
640	0.06850908568
641	0.06836046619
642	0.0683336219
643	0.06823855034
644	0.06811980843
645	0.06805019782
646	0.06799623983
647	0.06788973485
648	0.06774647398
649	0.06769262453
650	0.06755698754
651	0.06743018915
652	0.06732263477
653	0.06721610041
654	0.06716494905
655	0.06703315387
656	0.06688807327
657	0.06676416069
658	0.06664076277
659	0.06647880888
660	0.06637115803
661	0.06625461366
662	0.06617249999
663	0.06603144373
664	0.0658881615
665	0.06569470785
666	0.06551878567
667	0.06543929266
668	0.06533270284
669	0.06528751003
670	0.06525914148
671	0.06513444574
672	0.06509166865
673	0.06499795195
674	0.06488191066
675	0.06481743521
676	0.0647081116
677	0.0646101885
678	0.06454158482
679	0.06440254811
680	0.0642704263
681	0.06412604506
682	0.06407209125
683	0.06395763987
684	0.06388188309
685	0.06377679033
686	0.06372924877
687	0.06364164462
688	0.06354556288
689	0.06341515317
690	0.06337285046
691	0.0632462339
692	0.06311996743
693	0.0630631232
694	0.06298944704
695	0.06287616097
696	0.06278246915
697	0.0627185312
698	0.06264787622
699	0.06257989413
700	0.06252812639
701	0.06241669069
702	0.0623220291
703	0.06221184154
704	0.06210871116
705	0.06194937634
706	0.06186018289
707	0.06171233613
708	0.06164994165
709	0.06156227592
710	0.06145888637
711	0.06144389367
712	0.06137095914
713	0.06134018698
714	0.06129845137
715	0.06119490351
716	0.0611161888
717	0.0610043282
718	0.06088001175
719	0.06081557283
720	0.06071531236
721	0.06057013502
722	0.06046309841
723	0.06034883252
724	0.06029587738
725	0.06023027055
726	0.06019386186
727	0.06009972142
728	0.05998205932
729	0.05992635495
730	0.05986930352
731	0.05970898687
732	0.05962565156
733	0.05956446517
734	0.05941701341
735	0.05932841105
736	0.0592392672
737	0.05918600837
738	0.05912703719
739	0.05902926156
740	0.05895888811
741	0.05892242255
742	0.05878858406
743	0.05875424307
744	0.05863233717
745	0.05854607703
746	0.05849117582
747	0.05834932159
748	0.05822226579
749	0.05814111034
750	0.05805778649
751	0.05799686908
752	0.05788661308
753	0.05777027116
754	0.05771309247
755	0.05766630962
756	0.0576291153
757	0.05752585167
758	0.05747861791
759	0.05735261538
760	0.05721138814
761	0.05712660631
762	0.05703683844
763	0.0569090916
764	0.05680550312
765	0.0567387523
766	0.05663705371
767	0.05660677003
768	0.05652223776
769	0.05650236894
770	0.05646615089
771	0.05639301767
772	0.05630266112
773	0.05621059045
774	0.05610500425
775	0.05605735326
776	0.05598836042
777	0.05597333987
778	0.05588522946
779	0.05585584684
780	0.05578305815
781	0.05573206624
782	0.05562453352
783	0.05560330397
784	0.05554981011
785	0.05546966998
786	0.05539181961
787	0.05525476841
788	0.05522532433
789	0.05517339987
790	0.05508249251
791	0.05501696825
792	0.0549028155
793	0.05480401924
794	0.05469545398
795	0.05461700842
796	0.05452541415
797	0.05450866654
798	0.05444417018
799	0.05440210892
800	0.05433358107
801	0.05429727343
802	0.05422035132
803	0.05419960075
804	0.05408692404
805	0.05405273799
806	0.05403481814
807	0.05392522774
808	0.05386095593
809	0.05379001149
810	0.0536766188
811	0.05360805758
812	0.0535229937
813	0.05340373907
814	0.05335119596
815	0.05323544657
816	0.05321126284
817	0.05314625525
818	0.05303834515
819	0.05293315335
820	0.05286538552
821	0.052793792
822	0.05267091406
823	0.05262468808
824	0.05260127943
825	0.05255678126
826	0.05251240809
827	0.05244744952
828	0.05238437634
829	0.05229699737
830	0.05220995504
831	0.05212208876
832	0.05206138897
833	0.05195029031
834	0.05193054539
835	0.05185162581
836	0.05175372853
837	0.05169383245
838	0.05166820759
839	0.05158200046
840	0.05150288203
841	0.05148105916
842	0.05141958787
843	0.05132617951
844	0.05131220899
845	0.05128812281
846	0.0512742308
847	0.05122440669
848	0.05113316028
849	0.05107933616
850	0.05106263692
851	0.0510258428
852	0.05100929855
853	0.05091711118
854	0.050851737
855	0.05080647497
856	0.0506757975
857	0.05066569137
858	0.05060729989
859	0.0505240792
860	0.05046956681
861	0.05040413787
862	0.05036776851
863	0.05027124976
864	0.05016214768
865	0.05013980351
866	0.0501200287
867	0.05007564624
868	0.05003720673
869	0.04994031687
870	0.04991436264
871	0.04989178971
872	0.04985257865
873	0.04978135936
874	0.04973429843
875	0.04970114058
876	0.04967113052
877	0.04966529843
878	0.04965334242
879	0.04956699796
880	0.04949631109
881	0.04944559436
882	0.04942797344
883	0.04936723758
884	0.04934346709
885	0.04930845647
886	0.04924790479
887	0.04922854409
888	0.0492195743
889	0.04920659002
890	0.04914632902
891	0.04903361752
892	0.0489767572
893	0.04891848309
894	0.04888132606
895	0.04878403399
896	0.04877446604
897	0.04875072818
898	0.04864375401
899	0.04859204425
900	0.0485799466
901	0.04853354113
902	0.04852275495
903	0.04847735625
904	0.04843207173
905	0.04833075677
906	0.04823734812
907	0.04823021907
908	0.04813967164
909	0.04806298345
910	0.04800482404
911	0.04795264077
912	0.04782394262
913	0.04775559725
914	0.04768964434
915	0.04768183174
916	0.0475869581
917	0.04754368979
918	0.04748080884
919	0.04742156919
920	0.04734709125
921	0.04727720242
922	0.04723083582
923	0.04721219453
924	0.04712891737
925	0.04707585381
926	0.04700658866
927	0.04698520262
928	0.0469393685
929	0.04686407448
930	0.04676060438
931	0.04675003042
932	0.04669379044
933	0.04663088808
934	0.0466044591
935	0.04659590445
936	0.04658717775
937	0.04651158299
938	0.04649164517
939	0.04639147043
940	0.04634285803
941	0.0462933912
942	0.04626637488
943	0.0462376394
944	0.04619977107
945	0.04615876035
946	0.04614256566
947	0.04613150989
948	0.04611243186
949	0.04609602907
950	0.04608020343
951	0.04595897163
952	0.04590660995
953	0.04585874838
954	0.04580147856
955	0.04579150679
956	0.04577815211
957	0.04574251409
958	0.04569413559
959	0.04567703966
960	0.04562700821
961	0.04557134945
962	0.04553008294
963	0.04552358693
964	0.04548732576
965	0.0453737266
966	0.04526024494
967	0.04521512662
968	0.04514828629
969	0.04513943715
970	0.04508586099
971	0.04500503579
972	0.04498977102
973	0.04493074249
974	0.04492439788
975	0.04480064084
976	0.04473013643
977	0.04472661013
978	0.0447123531
979	0.04467544608
980	0.04464350621
981	0.04459711998
982	0.04457495392
983	0.04451255933
984	0.04444172399
985	0.04440137292
986	0.04435007062
987	0.04434303166
988	0.04433514312
989	0.0442429342
990	0.04417859503
991	0.04413232353
992	0.0440312844
993	0.04401776258
994	0.0439194786
995	0.04386981125
996	0.04382678531
997	0.04380158821
998	0.0437883536
999	0.04371260561
